country,year,disease_name,disease_category,prevalence_rate_pct,incidence_rate_pct,mortality_rate_pct,age_group,gender,population_affected,healthcare_access_pct,doctors_per_1000,hospital_beds_per_1000,treatment_type,average_treatment_cost_usd,availability_of_vaccines/treatment,recovery_rate_pct,dalys,improvement_in_5_years_pct,per_capita_income_usd,education_index,urbanization_rate_pct,outlier_mortality,disease_burden_score,mortality_prevalence_ratio,risk_level,health_infra_index
Germany,2009,Diabetes,Cardiovascular,3.41,12.9,8.21,0-18,Male,80364,63.71,0.82,0.66,Medication,5551,No,90.31,2779,4.9,43441,0.53,47.52,False,77801.16190000002,2.406918792143067,Medium,0.74
France,2016,Parkinson's Disease,Autoimmune,13.19,3.19,8.65,19-35,Male,380211,89.18,3.47,0.7,Vaccination,35101,Yes,87.15,4600,2.84,75890,0.53,47.74,False,524830.1,0.6557501326662118,High,2.085
Canada,2003,COVID-19,Respiratory,10.28,2.54,3.63,61+,Other,509905,80.71,4.78,1.76,Therapy,9999,Yes,54.93,4120,1.75,61058,0.67,67.57,False,153743.56799999997,0.3530784943098921,Medium,3.27
Saudi Arabia,2006,Influenza,Genetic,2.71,10.27,0.48,36-60,Male,50569,90.04,2.64,6.47,Vaccination,15750,No,71.94,2721,1.56,58328,0.76,21.83,False,3539.4768,0.17705643673921062,Low,4.555
South Africa,2015,Ebola,Infectious,9.84,2.49,0.48,19-35,Other,284298,89.48,2.75,2.56,Therapy,4035,No,62.46,4366,0.3,67460,0.57,59.63,False,20621.491199999997,0.048775530941977445,Low,2.6550000000000002
Mexico,2021,Measles,Cardiovascular,6.42,10.22,6.68,36-60,Male,298783,75.18,3.02,2.07,Surgery,43101,Yes,64.31,4297,3.04,3759,0.84,30.3,False,184279.4232,1.0403363961999688,Medium,2.545
Saudi Arabia,2012,Tuberculosis,Cardiovascular,2.35,12.41,6.36,19-35,Other,337878,63.75,2.93,1.18,Vaccination,21498,No,73.76,1509,6.87,57964,0.74,82.57,False,22553.514000000003,2.7052318162484053,Medium,2.055
Italy,2021,Diabetes,Neurological,10.59,12.66,4.87,0-18,Male,303068,66.98,1.72,6.54,Surgery,38643,Yes,62.39,3943,9.25,78306,0.49,28.14,False,203353.52190000002,0.45982437918987823,Medium,4.13
Germany,2020,Asthma,Respiratory,8.29,6.51,3.88,36-60,Female,551447,78.82,0.55,2.59,Vaccination,11944,No,79.4,2057,1.91,92755,0.61,27.65,False,66163.8164,0.46797732481003507,Medium,1.5699999999999998
Italy,2005,Cholera,Neurological,8.19,9.56,5.0,36-60,Female,581123,60.94,3.25,8.43,Surgery,38087,No,72.65,1316,1.42,24437,0.81,39.71,False,53890.2,0.6104260774020267,Medium,5.84
Russia,2022,Cholera,Chronic,10.13,8.25,4.85,0-18,Female,880932,82.83,2.24,2.12,Therapy,49867,Yes,71.46,3885,3.71,48113,0.74,70.15,False,190871.9925,0.47872865462442005,Medium,2.18
Indonesia,2023,Polio,Genetic,13.2,8.29,7.16,61+,Other,103456,82.63,4.17,9.27,Medication,39631,Yes,85.32,118,4.85,49941,0.55,64.92,False,11152.416,0.5423831527914552,High,6.72
Germany,2023,Alzheimer's Disease,Respiratory,17.11,3.67,2.49,19-35,Female,964511,80.91,3.05,2.65,Therapy,24966,Yes,54.12,3413,2.75,79986,0.72,48.23,False,145407.11070000002,0.14552042545730817,Medium,2.8499999999999996
Italy,2012,Dengue,Parasitic,14.87,2.69,5.71,0-18,Female,709889,78.06,3.3,0.63,Vaccination,35765,Yes,52.43,4146,8.39,91784,0.73,62.05,False,352027.3242,0.38396879833232467,High,1.9649999999999999
Australia,2003,Hepatitis,Parasitic,5.51,14.23,5.97,61+,Male,954141,50.35,4.02,9.16,Surgery,10063,No,57.92,1334,0.93,6947,0.82,32.54,False,43881.529800000004,1.0832879695155144,Medium,6.59
South Africa,2024,Dengue,Chronic,3.44,11.08,8.2,0-18,Male,699910,72.01,2.4,9.63,Surgery,38416,No,93.03,4136,8.19,45802,0.58,63.67,False,116668.288,2.3830281894798024,Medium,6.015000000000001
France,2022,Measles,Cardiovascular,1.84,10.08,9.98,61+,Female,396347,82.44,3.88,7.75,Surgery,373,No,91.64,2566,0.32,71195,0.86,78.06,False,47119.97120000001,5.420966865833786,Medium,5.8149999999999995
Saudi Arabia,2022,Influenza,Bacterial,15.86,8.41,8.07,61+,Other,165626,73.56,2.82,6.12,Surgery,18770,Yes,69.18,804,3.84,77376,0.62,48.96,False,102904.1208,0.5087951579345565,High,4.47
UK,2008,Leprosy,Viral,7.63,10.75,7.77,0-18,Other,303165,96.03,4.88,9.04,Medication,948,Yes,66.71,297,4.87,8698,0.46,27.79,False,17607.6747,1.018215174944306,Medium,6.959999999999999
Australia,2006,Malaria,Autoimmune,17.17,5.29,3.11,19-35,Other,330400,61.62,4.43,5.36,Therapy,34965,Yes,98.47,3336,8.65,23741,0.75,31.77,False,178138.0632,0.18111932910139183,Medium,4.895
South Africa,2024,Tuberculosis,Neurological,5.7,2.19,4.31,36-60,Male,101732,57.95,2.84,8.84,Medication,35370,Yes,82.04,4984,1.13,20377,0.73,75.41,False,122441.928,0.7560077179442202,Medium,5.84
South Korea,2021,Measles,Respiratory,9.75,8.45,5.56,19-35,Male,590124,94.46,2.84,3.24,Vaccination,12656,Yes,57.93,394,9.71,91909,0.84,71.73,False,21358.739999999998,0.5701979284175982,Medium,3.04
Canada,2008,Dengue,Parasitic,2.29,5.86,4.9,19-35,Male,730096,77.21,2.91,2.88,Therapy,36933,Yes,55.21,2423,9.21,34653,0.78,88.68,False,27188.483000000004,2.1388040157136623,Medium,2.895
Mexico,2004,Diabetes,Infectious,19.92,14.56,9.92,0-18,Other,317641,79.94,4.7,7.31,Medication,15417,No,95.92,1327,1.91,64527,0.79,60.72,False,262223.6928,0.49796696952964203,High,6.005
Germany,2020,Hepatitis,Chronic,0.2,7.03,7.79,61+,Male,515396,91.47,3.48,2.93,Vaccination,33261,No,92.49,2896,3.25,45681,0.6,29.71,False,4511.968,38.756218905472636,Medium,3.205
China,2002,Parkinson's Disease,Cardiovascular,12.35,13.11,0.37,19-35,Other,313707,87.84,0.87,3.44,Surgery,6369,Yes,91.95,3651,1.68,11833,0.5,78.95,False,16683.244499999997,0.029957088494858716,Low,2.155
China,2024,Hepatitis,Metabolic,3.16,11.31,6.01,61+,Other,412202,83.15,2.28,4.31,Vaccination,17016,No,94.27,3983,4.87,73496,0.5,25.64,False,75643.54280000001,1.9012970578930717,Medium,3.295
Germany,2005,Leprosy,Respiratory,11.3,8.07,6.13,19-35,Female,805465,70.27,2.89,9.13,Vaccination,10387,No,74.01,4950,7.92,21860,0.53,64.0,False,342881.55000000005,0.5424298734625255,High,6.010000000000001
China,2019,Zika,Bacterial,10.67,4.25,1.83,61+,Other,629176,55.32,4.7,4.01,Therapy,46232,Yes,62.08,3324,1.43,58508,0.42,53.28,False,64904.7564,0.17149283103739107,Low,4.355
Nigeria,2006,Leprosy,Parasitic,3.83,2.97,1.16,36-60,Other,541693,60.62,4.16,9.16,Medication,22021,No,84.24,4080,1.71,55542,0.48,38.48,False,18126.624,0.3027930044374837,Low,6.66
Russia,2012,Polio,Bacterial,11.88,3.97,9.57,19-35,Other,75007,78.04,2.72,1.4,Therapy,9914,Yes,55.09,3834,8.07,40424,0.69,62.57,False,435893.59440000006,0.805487753556098,High,2.06
Mexico,2017,Alzheimer's Disease,Metabolic,15.69,8.45,2.08,19-35,Female,817748,79.53,1.2,6.08,Therapy,44028,No,64.25,645,2.7,41040,0.74,47.94,False,21049.703999999998,0.13256006628003314,Medium,3.64
Russia,2014,Cholera,Infectious,11.76,12.57,3.58,61+,Female,773917,55.21,0.63,4.36,Surgery,39521,No,92.91,3531,0.15,29284,0.6,55.93,False,148657.9248,0.3043958847036817,Medium,2.495
Canada,2010,Diabetes,Genetic,5.39,10.26,1.59,61+,Other,903744,50.97,2.64,7.54,Therapy,873,No,66.64,2201,2.92,57754,0.5,88.94,False,18862.7901,0.29493600445186424,Low,5.09
South Africa,2005,Parkinson's Disease,Neurological,13.41,6.05,2.81,36-60,Other,392584,63.94,0.72,5.09,Surgery,39147,Yes,62.33,1397,7.53,18157,0.44,63.24,False,52641.8937,0.20952949071657595,Medium,2.905
South Africa,2009,COVID-19,Cardiovascular,11.12,2.19,7.75,61+,Male,650518,87.18,1.85,3.86,Vaccination,41234,No,62.3,1982,1.26,41848,0.77,67.76,False,170808.75999999998,0.6968797769984715,High,2.855
USA,2010,Hypertension,Neurological,1.72,0.81,2.27,61+,Male,344591,89.85,3.12,9.78,Surgery,47019,Yes,64.15,3344,9.51,84821,0.49,80.55,False,13056.3136,1.3190005810575247,Medium,6.449999999999999
Mexico,2013,Cholera,Genetic,7.7,5.85,8.13,61+,Other,443496,84.2,0.98,3.22,Therapy,30183,Yes,71.83,1877,0.51,16151,0.62,44.16,False,117502.077,1.0557070510323334,Medium,2.1
Japan,2010,Measles,Metabolic,6.78,14.63,7.63,61+,Other,203085,88.24,4.24,1.71,Therapy,23997,No,63.07,2528,5.9,94997,0.84,68.89,False,130776.9792,1.1252027724524405,Medium,2.975
Russia,2018,Cholera,Autoimmune,15.11,0.64,2.43,19-35,Female,379290,90.26,2.2,5.08,Therapy,34219,Yes,82.24,557,6.6,8620,0.42,37.87,False,20451.5361,0.16081000595592618,Medium,3.64
Brazil,2011,Diabetes,Neurological,16.24,1.23,9.99,36-60,Female,730808,81.01,4.11,3.4,Medication,16058,No,56.98,3069,8.93,64693,0.53,38.21,False,497907.1944,0.6151099070254294,High,3.755
Saudi Arabia,2015,Zika,Genetic,11.32,8.62,2.85,36-60,Other,784640,79.87,1.24,9.7,Therapy,7606,No,89.3,826,4.69,83992,0.59,84.94,False,26648.412,0.25174454553484676,Medium,5.47
South Korea,2018,HIV/AIDS,Infectious,15.97,13.8,0.48,36-60,Male,403422,54.59,3.67,2.16,Vaccination,48547,No,60.74,4668,5.26,48221,0.82,88.86,False,35783.0208,0.030054473733642225,Low,2.915
Turkey,2021,Cholera,Respiratory,12.05,2.53,6.96,19-35,Female,696385,79.95,2.31,9.76,Therapy,36562,Yes,96.8,755,8.92,74774,0.65,30.23,False,63320.340000000004,0.5775454319143639,High,6.035
Germany,2019,Dengue,Viral,12.01,11.66,1.27,0-18,Male,344694,70.64,3.03,8.46,Medication,26991,No,82.91,3475,5.47,33304,0.78,43.62,False,53003.1325,0.10573640829239864,Low,5.745
Argentina,2004,Ebola,Cardiovascular,15.43,4.16,2.17,36-60,Other,114393,97.39,4.29,2.19,Surgery,45363,Yes,79.77,1988,6.44,31734,0.75,68.99,False,66564.4028,0.14062601257209514,Medium,3.24
Argentina,2010,Diabetes,Cardiovascular,10.42,5.49,3.39,61+,Male,515060,90.38,2.59,9.66,Medication,20244,Yes,78.63,2166,8.61,95107,0.87,36.92,False,76511.3508,0.32530467325592555,Medium,6.125
Japan,2012,HIV/AIDS,Parasitic,12.94,12.26,7.29,36-60,Female,228187,97.05,0.85,8.5,Vaccination,7197,No,58.4,1529,8.97,59764,0.77,70.91,False,144234.5454,0.5633258635345028,High,4.675
Nigeria,2004,COVID-19,Autoimmune,12.15,12.81,5.12,61+,Male,396635,98.59,0.59,2.6,Surgery,8270,Yes,53.47,3477,9.06,4649,0.67,54.29,False,216297.21600000001,0.42136449674923876,High,1.595
France,2021,Dengue,Autoimmune,2.52,13.32,9.15,19-35,Other,564837,51.35,2.66,9.59,Medication,9978,Yes,96.81,1858,8.02,30808,0.41,33.44,False,42841.764,3.6295120983736617,Medium,6.125
Russia,2000,Hypertension,Infectious,4.91,9.64,5.68,0-18,Other,155638,95.8,2.73,6.94,Medication,42753,Yes,97.98,4602,3.93,24685,0.72,58.05,False,128344.2576,1.1565872531052737,Medium,4.835
Australia,2011,Cholera,Neurological,2.92,2.97,5.3,61+,Other,766330,54.12,1.38,5.5,Vaccination,21926,Yes,60.35,3044,3.33,91745,0.65,63.82,False,47108.943999999996,1.8144471071550838,Medium,3.44
UK,2008,Asthma,Bacterial,4.24,8.71,5.78,19-35,Other,135762,72.81,3.15,8.09,Vaccination,11872,No,52.58,4233,0.08,68711,0.53,83.11,False,103738.9776,1.3628861117660929,Medium,5.62
Mexico,2007,Dengue,Infectious,15.52,13.63,5.08,36-60,Male,363704,67.54,4.15,0.84,Medication,2658,No,77.55,1789,2.66,19366,0.6,27.38,False,141047.6224,0.3272984988080665,High,2.495
Canada,2024,Diabetes,Autoimmune,15.12,8.67,0.56,61+,Male,997031,53.62,2.16,3.17,Therapy,13675,Yes,59.21,2681,0.26,57232,0.67,24.47,False,22700.5632,0.037034587659546335,Low,2.665
Brazil,2018,Hepatitis,Metabolic,19.8,6.36,5.78,0-18,Female,531555,96.79,4.84,7.1,Vaccination,47150,No,92.54,3875,2.99,50281,0.79,79.11,False,443470.5,0.29190444927023884,High,5.97
China,2006,Leprosy,Autoimmune,1.23,6.22,5.11,19-35,Female,910270,68.07,0.84,5.42,Surgery,6462,No,62.7,4666,3.69,28393,0.88,73.08,False,29327.2098,4.151096669374493,Medium,3.13
Italy,2013,Zika,Parasitic,8.86,5.2,8.18,19-35,Female,577521,82.71,4.03,1.95,Medication,10850,No,52.96,886,6.37,89496,0.46,69.65,False,64212.672799999986,0.9231463717413385,Medium,2.99
Saudi Arabia,2005,Leprosy,Autoimmune,16.68,5.61,8.43,19-35,Female,994696,57.48,0.85,6.22,Vaccination,24902,No,64.27,1937,5.46,52958,0.81,50.75,False,272366.2188,0.5053653857682393,High,3.5349999999999997
Germany,2011,Ebola,Respiratory,8.32,13.66,8.96,36-60,Female,523648,60.69,2.75,4.66,Surgery,5453,No,92.73,4435,1.66,24822,0.45,76.92,False,330616.832,1.0767936546088213,Medium,3.705
Nigeria,2003,Hypertension,Viral,19.45,12.72,3.18,0-18,Female,753638,71.32,3.39,5.77,Therapy,31527,No,57.6,3438,5.94,71353,0.68,71.6,False,212643.73799999998,0.16348773841961853,Medium,4.58
Argentina,2020,Polio,Parasitic,17.89,2.26,0.36,61+,Female,517151,61.41,1.99,6.15,Therapy,48261,No,73.48,130,7.95,99123,0.62,63.41,False,837.2520000000001,0.02012184897434464,Low,4.07
Mexico,2023,Alzheimer's Disease,Bacterial,9.27,13.54,8.14,36-60,Other,889770,83.91,3.06,1.24,Medication,19439,Yes,65.48,2452,5.91,60567,0.42,26.65,False,185022.52560000002,0.8780066875202245,Medium,2.15
USA,2018,Zika,Metabolic,9.64,1.51,8.59,0-18,Other,159583,60.63,2.95,7.33,Therapy,26280,Yes,59.95,1397,9.65,34727,0.74,21.41,False,115682.21720000001,0.8909864121979048,Medium,5.140000000000001
South Africa,2010,COVID-19,Bacterial,5.55,10.31,1.8,61+,Other,935688,68.74,2.52,9.35,Vaccination,48998,No,97.39,3862,5.29,46211,0.8,80.65,False,38581.38,0.32426589803638983,Low,5.935
South Africa,2001,Cancer,Metabolic,9.84,6.13,8.65,19-35,Female,79158,58.04,2.27,1.99,Medication,5861,No,81.1,2073,8.69,53761,0.77,46.54,False,176445.468,0.8789757138502186,Medium,2.13
Brazil,2008,Hepatitis,Chronic,7.4,9.05,5.5,61+,Female,375965,52.18,2.04,6.74,Vaccination,32288,No,94.72,87,8.88,98873,0.76,75.8,False,3540.9,0.7431428185380353,Medium,4.390000000000001
Argentina,2010,Hepatitis,Metabolic,7.84,14.64,4.81,19-35,Female,444006,94.34,1.5,9.39,Therapy,37410,No,66.5,2691,6.46,53908,0.41,51.74,False,101478.68639999998,0.6134421629894146,Medium,5.445
Turkey,2017,Hepatitis,Chronic,6.3,13.61,5.86,36-60,Other,278341,71.77,3.57,6.08,Vaccination,28052,Yes,59.04,900,6.33,17234,0.87,66.81,False,33226.2,0.9300111093477226,Medium,4.825
Japan,2006,Parkinson's Disease,Respiratory,10.81,5.26,9.97,61+,Other,760372,73.3,4.28,7.23,Vaccination,41362,No,64.37,4187,8.55,86309,0.52,68.07,False,451256.8559000001,0.9222088613449265,High,5.755000000000001
Saudi Arabia,2010,Cholera,Parasitic,6.6,6.21,9.92,36-60,Male,859980,56.21,1.66,9.57,Surgery,37679,Yes,80.84,4844,4.99,94947,0.67,21.13,False,317146.36799999996,1.5028026056658081,Medium,5.615
Germany,2021,Leprosy,Viral,1.38,12.72,7.63,36-60,Other,640549,87.26,0.91,0.76,Vaccination,9441,Yes,95.36,2040,6.52,76712,0.8,42.03,False,21479.976,5.5249818971759606,Medium,0.835
Canada,2004,Diabetes,Parasitic,9.08,11.81,3.2,0-18,Female,760645,63.99,3.82,4.84,Medication,23438,Yes,80.93,2446,6.25,74978,0.53,31.49,False,71070.976,0.35238409866754766,Medium,4.33
Italy,2008,Malaria,Infectious,10.79,7.75,5.05,0-18,Male,856852,87.71,0.78,0.64,Surgery,34463,Yes,71.44,255,4.34,28481,0.6,34.73,False,13894.822499999998,0.46798257807432125,High,0.71
Australia,2013,Alzheimer's Disease,Chronic,7.17,5.3,4.34,0-18,Female,131077,92.09,2.33,8.89,Medication,37625,No,93.96,4564,4.78,31105,0.4,32.69,False,142021.6392,0.605215451122577,Medium,5.61
China,2016,Measles,Autoimmune,8.92,5.83,8.31,0-18,Other,238806,58.04,4.48,5.49,Medication,39531,Yes,61.8,3932,8.58,27594,0.58,30.31,False,291460.28640000004,0.9315099204125099,Medium,4.985
Indonesia,2023,Cholera,Metabolic,19.65,10.79,5.27,36-60,Male,878808,63.22,4.76,8.01,Therapy,17067,Yes,79.01,713,3.66,11486,0.59,20.4,False,73835.07149999999,0.26817973640018317,High,6.385
Saudi Arabia,2007,COVID-19,Metabolic,17.81,6.15,0.27,61+,Other,423566,87.22,3.95,4.89,Surgery,33598,Yes,68.05,1726,7.83,12529,0.82,29.79,False,8299.8162,0.015159171298635676,Low,4.42
UK,2003,Ebola,Infectious,2.9,5.93,10.0,19-35,Female,9840,75.49,2.36,7.91,Therapy,12684,Yes,70.7,1456,8.78,59689,0.76,34.94,False,42224.0,3.4470872113064464,Medium,5.135
France,2015,Ebola,Cardiovascular,13.65,12.59,6.69,36-60,Male,369340,51.28,1.18,1.71,Vaccination,44672,No,78.48,161,7.24,14841,0.89,80.03,False,14702.278500000002,0.49007398725368106,High,1.4449999999999998
Japan,2001,Rabies,Parasitic,7.19,9.17,4.65,36-60,Male,358031,76.35,0.77,6.43,Vaccination,7624,Yes,64.37,2053,4.15,93913,0.48,27.36,False,68638.9755,0.6466416353775553,Medium,3.5999999999999996
USA,2002,Tuberculosis,Autoimmune,14.38,13.27,0.18,0-18,Female,894609,86.78,3.11,9.42,Medication,28454,Yes,59.08,2056,0.44,24871,0.56,72.19,False,5321.7504,0.012516514845977331,Low,6.265
China,2007,Cholera,Respiratory,4.25,13.41,7.06,36-60,Other,946883,75.66,3.41,8.82,Surgery,23356,Yes,50.39,4061,9.47,17766,0.67,40.97,False,121850.305,1.660785697482945,Medium,6.115
South Korea,2007,COVID-19,Viral,6.37,1.79,6.86,19-35,Other,778415,93.82,2.19,2.46,Medication,32073,Yes,51.31,4449,0.28,59579,0.66,77.54,False,194413.2918,1.0767540417516872,Medium,2.325
Italy,2021,Malaria,Autoimmune,16.08,7.83,9.88,19-35,Female,692003,63.73,2.3,3.31,Therapy,4309,No,56.35,4964,2.93,54552,0.63,80.85,False,788632.6656,0.614389652384802,High,2.8049999999999997
Indonesia,2015,Hepatitis,Bacterial,14.26,10.67,8.41,36-60,Male,423433,52.51,3.06,9.91,Medication,24878,Yes,79.53,2140,7.99,36191,0.75,31.49,False,256642.924,0.5897202159736344,High,6.485
Brazil,2011,Influenza,Respiratory,0.1,12.86,5.99,36-60,Male,995615,55.31,3.24,6.51,Surgery,36742,No,51.0,1810,8.61,95499,0.51,69.05,False,1084.19,59.306930693069305,Medium,4.875
Germany,2018,Polio,Genetic,13.93,14.11,3.95,36-60,Other,4628,58.24,2.4,5.62,Medication,19331,No,60.46,4270,2.85,7669,0.66,76.27,False,234950.345,0.2835403057928362,Medium,4.01
Argentina,2011,Malaria,Neurological,4.15,12.83,9.25,36-60,Other,428385,85.03,3.53,0.7,Therapy,33926,No,75.66,4085,6.85,65282,0.52,55.46,False,156812.9375,2.228378703926764,Medium,2.1149999999999998
India,2008,Tuberculosis,Parasitic,17.85,4.72,0.86,61+,Male,755875,60.42,1.36,5.02,Vaccination,28928,Yes,93.91,3434,5.0,43318,0.48,86.74,False,52715.334,0.048176572741022904,Low,3.19
Brazil,2023,COVID-19,Genetic,6.92,6.82,0.35,0-18,Other,321388,55.49,3.54,3.42,Therapy,30686,No,59.18,12,6.3,58721,0.56,77.49,False,29.063999999999997,0.05057072677358763,Low,3.48
UK,2001,Parkinson's Disease,Cardiovascular,7.57,1.79,0.61,19-35,Female,549029,94.79,1.7,2.81,Vaccination,8129,Yes,58.87,950,1.4,50538,0.89,72.24,False,4386.8150000000005,0.08057059833575485,Low,2.255
Argentina,2010,Parkinson's Disease,Genetic,8.43,1.73,1.67,61+,Other,819668,73.15,3.0,5.9,Surgery,9588,No,63.99,230,3.53,58531,0.53,61.11,False,3237.9629999999997,0.19807851974854704,Low,4.45
Italy,2018,Cancer,Respiratory,10.32,1.85,9.47,0-18,Male,617199,50.31,4.49,5.25,Vaccination,31938,Yes,95.96,2053,4.44,27321,0.45,78.26,False,200640.5112,0.9175467493459937,High,4.87
Australia,2001,Zika,Parasitic,14.43,12.83,1.57,61+,Male,497129,61.0,3.45,7.06,Surgery,47592,Yes,96.61,4018,2.61,53948,0.62,63.24,False,91028.1918,0.10879356939921005,Low,5.255
Japan,2018,HIV/AIDS,Autoimmune,11.81,4.77,8.0,36-60,Female,915967,63.25,1.12,3.87,Therapy,27592,No,50.26,4075,0.57,25940,0.61,63.47,False,385006.0,0.6773346880027094,High,2.495
China,2000,Tuberculosis,Genetic,12.78,13.25,5.66,61+,Other,524245,83.3,4.08,0.53,Vaccination,23766,Yes,98.34,694,8.24,72953,0.65,30.37,False,50200.3512,0.4428448478209843,High,2.305
France,2019,Hypertension,Bacterial,1.53,0.11,2.27,0-18,Male,593370,88.65,3.49,4.3,Vaccination,30617,Yes,86.7,1305,2.16,76335,0.84,34.71,False,4532.3955000000005,1.4826910516002614,Medium,3.895
USA,2022,Cancer,Genetic,1.3,5.18,5.09,61+,Other,767327,80.34,1.75,3.65,Medication,12488,No,50.8,3107,8.77,36532,0.57,30.38,False,20559.019,3.9123750960799386,Medium,2.7
Saudi Arabia,2015,Influenza,Infectious,6.79,4.05,3.8,61+,Other,630343,88.21,1.89,1.94,Surgery,23746,Yes,62.23,4326,8.12,63248,0.88,86.1,False,111619.452,0.559564128994257,Medium,1.915
Indonesia,2013,Asthma,Infectious,2.5,0.74,4.06,36-60,Female,588411,91.2,1.01,8.59,Medication,39823,No,93.88,4828,3.37,89944,0.78,48.87,False,49004.19999999999,1.6233506597361054,Medium,4.8
Brazil,2001,Dengue,Parasitic,7.68,3.64,5.6,36-60,Other,296336,55.67,1.26,3.69,Therapy,27687,Yes,58.97,832,8.89,53063,0.58,64.33,False,35782.655999999995,0.729071735451113,Medium,2.475
South Korea,2018,Measles,Respiratory,15.09,11.31,7.92,36-60,Female,444577,84.02,0.89,2.62,Vaccination,41794,Yes,66.89,4138,0.08,1998,0.86,80.14,False,494543.9664,0.524816115565569,High,1.7550000000000001
Nigeria,2014,Influenza,Chronic,8.93,9.48,9.56,19-35,Female,384153,50.97,4.57,0.68,Therapy,1352,No,90.52,3975,1.8,21999,0.79,58.98,False,339348.93,1.0704288433546076,Medium,2.625
Indonesia,2007,Cancer,Respiratory,13.99,8.39,6.01,36-60,Male,326229,60.38,4.16,1.13,Surgery,35458,Yes,92.08,1513,8.38,20359,0.78,86.92,False,127212.8887,0.42956186119648343,High,2.645
South Africa,2000,Cholera,Viral,11.5,2.27,6.81,36-60,Female,79655,54.15,0.95,6.48,Therapy,2103,Yes,59.58,790,7.18,58398,0.76,84.13,False,61868.85,0.5921224241370315,High,3.7150000000000003
Mexico,2015,Diabetes,Viral,13.91,5.53,0.51,19-35,Female,19629,50.33,0.83,8.39,Therapy,38864,Yes,57.4,139,3.27,41506,0.42,43.54,False,986.0799000000001,0.03666163467759327,Low,4.61
Brazil,2001,Alzheimer's Disease,Neurological,9.04,1.86,6.24,0-18,Female,247786,91.22,4.65,7.9,Medication,39069,Yes,65.23,2924,4.72,57416,0.49,61.32,False,164941.6704,0.6901891383696495,Medium,6.275
Argentina,2013,Cancer,Viral,18.8,2.05,3.03,0-18,Other,213669,84.99,4.39,4.18,Medication,27591,No,56.75,1030,4.58,57926,0.42,40.6,False,58672.92,0.16116164033827984,Medium,4.285
Nigeria,2007,Hepatitis,Cardiovascular,18.1,1.02,8.9,0-18,Male,915489,86.89,1.23,0.77,Therapy,40444,Yes,68.38,73,8.85,85112,0.67,60.67,False,11759.570000000002,0.4916855422352356,High,1.0
UK,2017,Cholera,Chronic,17.43,1.91,7.85,19-35,Other,403745,64.14,1.59,9.9,Vaccination,45589,Yes,80.17,1479,3.14,19344,0.73,73.98,False,202364.9145,0.4503470827835465,High,5.745
UK,2006,Parkinson's Disease,Autoimmune,5.45,7.48,3.82,0-18,Other,76380,99.81,4.53,7.89,Medication,29598,Yes,80.91,327,9.63,1172,0.5,27.48,False,6807.813,0.7007888460832874,Medium,6.21
Turkey,2015,Alzheimer's Disease,Viral,5.66,8.11,5.37,0-18,Female,285366,58.74,4.56,6.4,Therapy,31339,No,58.88,260,5.72,38597,0.43,47.6,False,7902.492,0.9485956544780073,Medium,5.48
France,2000,Cholera,Neurological,17.66,0.15,0.74,0-18,Female,121950,58.92,4.55,6.44,Therapy,35047,Yes,63.32,3250,2.8,55689,0.65,52.81,False,42472.3,0.04190023214993488,Low,5.495
South Africa,2021,Polio,Chronic,15.66,14.09,1.77,0-18,Male,707829,86.51,2.06,7.18,Therapy,23692,No,52.21,4,6.89,3052,0.64,75.1,False,110.8728,0.11301960283506801,Low,4.62
Argentina,2018,Cancer,Parasitic,5.48,14.04,1.94,0-18,Other,875035,90.32,2.98,5.49,Medication,37915,No,58.21,4619,5.88,23005,0.66,74.0,False,49105.5128,0.35395000912242286,Low,4.235
Germany,2021,Malaria,Autoimmune,5.8,5.83,1.94,61+,Male,218288,93.16,3.89,6.4,Medication,19763,No,57.58,783,6.45,522,0.47,24.52,False,8810.315999999999,0.33442509912084123,Low,5.1450000000000005
Indonesia,2006,Polio,Bacterial,6.67,7.67,4.17,61+,Male,592315,96.5,1.24,0.96,Surgery,35934,Yes,64.35,175,7.4,23677,0.54,58.44,False,4867.4325,0.6250936891020836,Medium,1.1
South Korea,2005,Polio,Viral,5.58,5.54,1.22,0-18,Female,275109,75.81,2.21,1.88,Medication,30779,Yes,68.42,1952,3.19,48290,0.79,70.63,False,13288.4352,0.21859881741623363,Low,2.045
Italy,2006,Zika,Chronic,4.02,8.6,9.4,19-35,Female,153467,55.01,1.57,1.21,Therapy,12479,No,75.77,4501,4.57,60624,0.57,73.0,False,170083.78799999997,2.3377269335986073,Medium,1.3900000000000001
Italy,2013,Asthma,Parasitic,1.43,1.26,9.73,61+,Male,304817,97.88,2.92,7.23,Therapy,41085,No,92.08,3623,8.08,76678,0.74,76.82,False,50410.0597,6.799440950384348,Medium,5.075
South Korea,2008,Parkinson's Disease,Metabolic,4.02,8.2,3.21,36-60,Female,325401,56.09,2.61,6.43,Therapy,21031,Yes,74.5,826,0.69,4180,0.72,44.81,False,10658.869199999997,0.7983088783884605,Medium,4.52
Argentina,2022,Cholera,Autoimmune,7.08,3.35,8.49,61+,Male,326970,91.14,3.36,9.96,Vaccination,10963,No,82.6,4637,0.0,93659,0.41,75.78,False,278726.3604,1.1989831944640588,Medium,6.66
